titolo,descrizione,path_immagine,link_articolo,data
Nasce la Società sportiva del Napoli,"La Società calcistica partenopea gioca in Serie A dal 1929 vincendo scudetti, trofei e coppe nelle diverse stagioni. Noto giocatore a giocare nella squadra fu Diego Armando Maradona che nel 1986 ottenne il titolo di campione del mondo nel calcio, ma morì nel 25 novembre del 2020 a causa di una crisi cardiaca.",http://resource.calcionapoli24.it/www/thumbs/643x350/1557425789_475.jpg,https://it.wikipedia.org/wiki/Societ%C3%A0_Sportiva_Calcio_Napoli,1926/08/01
Avviene la strage di Bologna,"Alle 10:25 del 2 agosto 1980 una valigia piena di tritolo esplose nella sala d'aspetto di seconda classe della stazione del capoluogo emiliano, causando 85 vittime e 200 feriti. È la strage più sanguinosa nella storia italiana. Ci furono 4 processi, rispettivamente nel 1987, 1997, 2000 e 2017. Il processo va avanti con le seguenti inchieste: Gilberto Cavallini è stato ritenuto colpevole di concorso in strage ed è stato condannato all'ergastolo. I due terroristi Valerio Fioravanti e Francesca Mambro sono stati riconosciuti definitivamente colpevoli per l'esplosione della bomba, assieme a Luigi Ciavardini. Tutti loro sono stati condannati a risarcire al Presidenza del Consiglio e al Ministero dell'Interno una cifra che va oltre i due miliardi di euro.",https://upload.wikimedia.org/wikipedia/it/thumb/c/c6/Strage_di_Bologna%2C_1980.jpg/260px-Strage_di_Bologna%2C_1980.jpg,https://it.wikipedia.org/wiki/Strage_di_Bologna,1980/08/02
Regio Decreto n. 337 del 2 agosto 1902,"Da Roma Vittorio Emanuele III emana il Regio Decreto legge che elimina l'obbligo delle catene negli stabilimenti penali per i detenuti. Prima di questo Decreto l’uso della catena nei penitenziari era normato dal ""Regolamento di disciplina e di interno ordinamento dei Bagni penali"" del 1860 in cui i condannati venivano incatenati a due per volta, e venivano utilizzate catene di 18 maglie del peso di 6,000 Kg.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Vittorio_Emanuele_III_%28c._1924-1934%29.jpg/197px-Vittorio_Emanuele_III_%28c._1924-1934%29.jpg,http://www.ristretti.it/commenti/2008/agosto/2agosto.htm,1902/08/02
Avviene l'invasione della Somalia britannica da parte dell'Italia fascista ,"La conquista italiana della Somalia Britannica, che avvenne tra il 3 agosto 1940 e il 19 agosto 1940, rappresenta l’unica operazione militare italiana conclusasi positivamente durante la Seconda guerra mondiale, senza alcun intervento da parte degli alleati tedeschi. Gli inglesi ebbero circa 272 perdite umane. Circa 465 furono le perdite nelle truppe italiane e numerosi furono i feriti (circa 1500). I somali ebbero circa un migliaio di perdite assieme alle 2000 vittime delle tribù locali loro alleate contro gli italiani.",https://italianiinguerra.files.wordpress.com/2019/08/3-agosto-offensiva-italiana-contro-il-somaliland-copia.jpg?w=1200,http://ipercorsidellastoria.altervista.org/litalia-invade-la-somalia-britannica/,1940/08/03
Giuseppe Melchiorre viene eletto Papa," Roma: il cardinale Giuseppe Melchiorre Sarto viene eletto Papa con il nome di Pio X. A seguito delle riforme anticlericali emerse in Francia causate dalla separazione tra Stato e Chiesa, Pio X protestò con l'enciclica Vehementer Nos che esortava i cattolici francesi a opporsi con mezzi legali per difendere la tradizione cattolica. Egli condanna particolarmente la confisca pressoché totale delle proprietà ecclesiastiche.",https://www.memoriesbooks.it/ImgUpload/FileUpload/PhotoCelebrity/BG1ff338ac-be7e-487f-831a-f5e1b204a746.jpg,https://it.wikipedia.org/wiki/4_agosto,1903/08/04
Avviene l'assassinio di Gaetano Costa da parte della mafia,"Gaetano Costa fu un magistrato italiano, nato a Caltanisetta e laureatosi in Giurisprudenza a Palermo. Costa fu assassinato alle 19:30, passeggiando da solo e a due passi da casa sua. fu freddato da sei colpi di pistola P38 sparatigli alle spalle da due killer scappati forse in moto o forse su una A112 trovata poi bruciata. Morì dissanguato su un marciapiede di via Cavour a Palermo. Causa di quella spietata esecuzione fu il fatto che egli avesse firmato personalmente dei mandati di cattura nei confronti del boss Rosario Spatola.","https://upload.wikimedia.org/wikipedia/it/9/97/Gaetano_Costa.jpg

",https://it.wikipedia.org/wiki/Gaetano_Costa,"1980/08/06
"
Antonino Cassarà e Roberto Antiocchia vengono uccisi dalla mafia,"Ninnì Cassarà ricoprì la carica di vice-questore aggiunto e vice-capo della Squadra Mobile di Palermo a capo della sezione investigativa. Fu ucciso all'età di 38 anni davanti il condominio in cui abitava. Insieme a Cassarà rimase ucciso anche il valoroso poliziotto Roberto Antiochia che aveva appena 23 anni e che nel giugno 1983 lavorava presso la squadra mobile di Palermo con Beppe Montana in delicate indagini sull’associazione mafiosa Cosa Nostra. Egli venne ucciso proprio nel vano tentativo di fare scudo con il suo corpo a Cassarà, sceso dall’auto per raggiungere il portone di casa.",https://avantilive.it/wp-content/uploads/2021/08/cassara-antiochia-2.jpg,https://avantilive.it/6-agosto-1985-i-killer-della-mafia-uccidono-ninni-cassara-e-roberto-antiochia/,1985/08/06
Nella Prima Guerra Mondiale il Servizio Aeronautico del regno d'Italia compie un massiccio bombardamento,"Nella notte fra l'8 e il 9 agosto una squadra di 28 bombardieri del Servizio Aeronautico italiano compì un massiccio bombardamento su Pola, una città affacciata sul mare che sorge sulla punta dell'Istria croata. L'obiettivo era l'incursione per conquista di un porto strategico che si trovava in città. In quest’occasione, il poeta Gabriele d’Annunzio utilizzò per la prima volta l’espressione “Eja Eja, Alalà” quale esultanza per il compimento dell’impresa.",https://www.alinari.it/img-thumb/640/IIB/IIB-S-091732-0129.jpg,https://it.wikipedia.org/wiki/Servizio_Aeronautico,1917/08/08
Avviene l'eccidio di 15 antifascisti a Milano,"Erano le ore 5:45 del 10 agosto 1944 quando un autocarro tedesco si ferma in piazzale Loreto (Milano), facendo uscire 15 uomini (alcuni giovani e alcuni un pò più anziani) catturati dopo un attentato antifascista ad un camion tedesco. Furono messi in fila e dopo il segnale del capitano fu dato il via libera ai soldati fascisti appartenenti alla GNR o alla legione “Ettore Muti” di aprire il fuoco. Tutti e 15 gli uomini furono uccisi e i loro corpi lasciati lì.",https://www.patriaindipendente.it/wp-content/uploads/2018/07/martiri-10-agosto-MI.jpg,https://www.patriaindipendente.it/persone-e-luoghi/profili-partigiani/10-agosto-1944-i-15-martiri-di-piazzale-loreto/,1944/08/10
"Viene pubblicato ""Redemptoris Custos""","Il Papa Giovanni Paolo II scrive l'esortazione apostolica Redemptoris Custos, incentrata sulla figura e la missione di San Giuseppe nella vita di Cristo e della Chiesa.",https://upload.wikimedia.org/wikipedia/it/thumb/5/5b/Gpii.jpg/256px-Gpii.jpg,https://it.wikipedia.org/wiki/15_agosto,1989/08/15
Cade il Governo Conte,"Il Ministro dell'Interno Matteo Salvini sfiducia il premier Giuseppe Conte, causando la caduta del Governo Conte I, ultimo atto della crisi apertasi ufficialmente l'8 agosto dello stesso anno. Il motivo di questo gesto è stato il fatto che il tutto è accaduto in un momento cruciale per il Paese: il cuore della seconda ondata della pandemia, l’inizio della campagna di vaccinazione contro il Covid, la consegna del Recovery plan a Bruxelles. In risposta a ciò Renzi ha inviato una lettere a Conte con scritto «Non si chiede al Consiglio dei Ministri di approvare un documento condiviso all’ultimo momento» continuando con «Conte dia risposte, altrimenti va a casa».",https://www.adnkronos.com/resources/026a-1294b820209f-a7839f295e1c-1000/conte_rep_fg.jpg,https://it.wikipedia.org/wiki/Governo_Conte_I,2019/08/20
Avviene un terremoto nel Centro d'Italia,"Nel 2016 le regioni centrali della penisola sono state coinvolte in un evento sismico di magnitudo 6.0 durato circa 15-20 secondi. La prima forte scossa è avvenuta alle ore 3:36 con epicentro nel comune di Accumoli, vicino il comune di Amatrice. Il sisma e le scosse di replica sono state avvertite in gran parte dell'Italia centrale e in parte dell'Italia settentrionale, incluse Terni, Roma, Teramo, Pescara, Chieti, Napoli, Foggia, Campobasso, Benevento, Ancona, Pesaro e Urbino, Firenze, Piacenza, Perugia, Bologna e addirittura Trento, Bolzano e Gorizia. La zona dell'evento sismico si trova in un'area sismologica molto attiva dell'Italia. Ingenti sono i danni agli edifici residenziali, agli edifici pubblici, alle imprese, alle vie di comunicazione e ai beni culturali della zona. La protezione civile riporta che le vittime sono state 299, mentre sono state estratte vive dalle macerie 238 persone. I feriti portati in ospedale sono invece 388. I danni complessivi subiti sono quantificabili in una somma non inferiore a 4 miliardi di euro.",http://www.cngeologi.it/wp-content/uploads/2016/08/Amatrice_distesa-macerie.jpg,https://it.wikipedia.org/wiki/Terremoto_del_Centro_Italia_del_2016_e_del_2017,2016/08/24
Avviene una rivolta spontanea a Torino,"A Torino i cittadini  e le cittadine si ribellarono contro la guerra che li aveva condotti alla morte e alla fame. Il mancato rifornimento di farina fu il varco attraverso il quale le dimostrazioni per il pane si tramutarono in moti antimilitaristi che durarono circa una settimana. I teatri degli scontri più aspri e violenti furono Borgo San Paolo, la Barriera di Nizza e la Barriera di Milano (quartiere in cui vi era una fortissima presenza di anarchici). La rivolta spontanea fu repressa dalle autoirità con la forza e il bilancio finale fu di circa cinquanta morti fra i rivoltosi, circa dieci fra le forze dell'ordine e circa duecento feriti; vi furono un migliaio di arrestati; di essi, varie centinaia furono processati per direttissima e condannati alla reclusione in carcere.",https://www.gelestatic.it/thimg/ga2IriqVsMnlbIM5767yKkaPw3I=/fit-in/960x540/https%3A//www.lastampa.it/image/contentid/policy%3A1.39460476%3A1603652188/agf_20201024_141100_004630.JPG%3Ff%3Ddetail_558%26h%3D720%26w%3D1280%26%24p%24f%24h%24w%3D27222bb,https://it.wikipedia.org/wiki/Moti_di_Torino_(1917),1917/08/25
Scoppia la guerra Italo-Tedesca,"Nella serata del 27 agosto 1916, partiva da Roma un documento ufficiale, con il quale si informava il Governo germanico che il Regno d’Italia si considerava in guerra con la Germania a partire dal giorno dopo 28 agosto. Si vietavano tutti i passaggi di proprietà e di beni mobiliari ed immobiliari appartenenti a sudditi germanici, e si proibiva a questi di istituire azioni giudiziarie in Italia, si concedeva, per rappresaglia, facoltà si sequestrare ì beni dei cittadini tedeschi e si decretava il divieto di pagamento o dell’esecuzione di qualsiasi obbligazione e la sorveglianza delle imprese e aziende commerciali tedesche. Due giorni dopo il ministro degli Esteri, a mezzo dell’ambasciatore a Berna, faceva rimettere al Governo Federale Svizzero la comunicazione in cui si comunicava l’inizio della guerra con la Germanica per il giorno successivo, 28 agosto 1916.",https://www.difesapopolo.it/var/difesapopolo/storage/images/rubriche/grande-guerra/28-agosto-1916-la-giornata-delle-tre-guerre/2305716-1-ita-IT/28-agosto-1916-La-giornata-delle-tre-guerre_articleimage.jpg,https://italianiinguerra.wordpress.com/2019/08/28/28-agosto-1916-il-regno-ditalia-in-stato-di-guerra-con-limpero-tedesco/,1916/08/28
Regio Decreto n. 1227 del 28 agosto 1931,"Con il regio decreto n. 1227 del 28 agosto 1931, in particolare, l'art. 18 del decreto prevedeva che: «I professori di ruolo e i professori incaricati nei Regi istituti d'istruzione superiore sono tenuti a prestare giuramento secondo la formula seguente:
Giuro di essere fedele al Re, ai suoi Reali successori e al Regime Fascista, di osservare lealmente lo Statuto e le altre leggi dello Stato, di esercitare l'ufficio di insegnante e adempire tutti i doveri accademici col proposito di formare cittadini operosi, probi e devoti alla Patria e al Regime Fascista. Giuro che non appartengo né apparterrò ad associazioni o partiti, la cui attività non si concilii coi doveri del mio ufficio»",https://www.pensalibero.it/wp-content/uploads/2018/01/fascismo-benito-mussolini.jpg,https://it.wikipedia.org/wiki/Giuramento_di_fedeltà_al_fascismo,1931/08/28
Nasce la ballerina Carla Fracci,"Carla Fracci è considerata una delle più grandi ballerine del ventesimo secolo. Nel 1981 il New York Times la definì prima ballerina assoluta. Da piccola furono gli amici dei genitori a spingerla a sostenere un'audizione al teatro ""la Scala"", dove riuscì a passare, ma inizialmente era svogliata perchè non era abituata agli spazi chiusi e rigidi. Fu l'incontro con Margot Fonteyn ad invogliarla nella sua passione facendole sentire il teatro come una ""casa"". Fu moglie del regista Beppe Menegatti il quale si occupò della regia di quasi tutte le creazioni da lei interpretate. Sì spense la mattina del 27 maggio 2021, all'età di 84 anni, nella sua casa di Milano, a causa del cancro.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Fracci.jpg/220px-Fracci.jpg,https://it.wikipedia.org/wiki/Carla_Fracci,1936/08/20
Giovanni Paolo I viene eletto Papa a Roma,"Giovanni Paolo I (Albino Luciani) è stato il 263º vescovo di Roma e papa della Chiesa cattolica, 5º sovrano dello Stato della Città del Vaticano, unitamente agli altri titoli propri del Romano Pontefice. Il suo pontificato fu tra i più brevi nella storia della Chiesa cattolica: la sua morte avvenne dopo soli 33 giorni. Egli sosteneva il diritto alla libertà di professione religiosa per tutti in campo sociale e civile, prestò attenzione all'ecumenismo, ma ribadì che solo il cattolicesimo costituiva la vera religione.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Ioannes_Paulus_I%2C_by_Fotografia_Felici%2C_1978_%28cropped%29.jpg/319px-Ioannes_Paulus_I%2C_by_Fotografia_Felici%2C_1978_%28cropped%29.jpg,https://it.wikipedia.org/wiki/Papa_Giovanni_Paolo_I,1978/08/26
Libero Grassi viene ucciso dalla mafia a Palermo,"E' stato Alfredo Chiodi, nipote di Libero Grassi, a commettere l'omicidio sparandogli 4 colpi di pistola durante la mattina del 29 Agosto del 1991. Fu ucciso in via Alfieri per essersi ribellato al racket del pizzo. Libero era un imprenditore, un uomo coraggioso che si era opposto alla mafia.",https://upload.wikimedia.org/wikipedia/it/7/7d/Grassi_libero.jpg,https://it.wikipedia.org/wiki/Libero_Grassi,1991/08/29
Padre Pio da Pietrelcina diventa sacerdote,"Il 10 agosto 1910 fu ordinato sacerdote nel duomo di Benevento. Nonostante fosse ancora ventitreenne, il vescovo decise per un'eccezione alle disposizioni del diritto canonico, che all'epoca prevedevano un'età minima per l'ordinazione di 24 anni.",https://upload.wikimedia.org/wikipedia/commons/4/48/Padre-Pio-young.jpg,https://it.wikipedia.org/wiki/Pio_da_Pietrelcina,1910/08/10
Avviene l'eclissi solare dell'11 agosto 1999,"Nell'agosto del 1999, in Italia fu possibile osservare una eclissi solare quasi totale. Il percorso dell'ombra della Luna iniziò nell'Oceano Atlantico e, prima di mezzogiorno, attraversò il sud del Regno Unito, il nord della Francia, il Belgio, il Lussemburgo, il sud della Germania, Austria, Slovenia, Croazia, Ungheria e il nord della Jugoslavia. Continuò in tutta la Bulgaria, il Mar Nero, la Turchia, l'Iran, il sud del Pakistan e l'India, per concludersi nel Golfo del Bengala. La precedente eclissi totale visibile in Europa avvenne il 22 luglio 1990.",https://upload.wikimedia.org/wikipedia/commons/1/11/Eclissi_solare%2C_Salisburgo_%28Austria%29.jpg,"https://it.wikipedia.org/wiki/Eclissi_solare_dell%2711_agosto_1999#:~:text=L%27eclissi%20solare%20dell%2711,con%20una%20magnitudine%20di%201.029.",1999/08/11
Avviene il delitto di via Carlo Poma,"Nella giornata del 7 agosto 1990, in in un appartamento al terzo piano del complesso di via Carlo Poma n. 2 a Roma, tra le 18:00 e le 18:30 avvenne l'assassinio di Simonetta Cesaroni con un tagliacarte, una segretaria presso la Reli Sas (uno studio commerciale). L'assassinio avvenne tra le tra le 18:00 e le 18:30. Il caso non è mai stato risolto. Le persone accusate del delitto furono: dapprima Pietrino Vanacore, portiere dello stabile dove avvenne l'omicidio, poi Salvatore Volponi, il datore di lavoro della vittima, poi Federico Valle, il cui padre aveva uno studio nello stabile, e infine Raniero Busco, fidanzato della vittima; vennero tutte scagionate dalle accuse.",https://upload.wikimedia.org/wikipedia/it/d/db/Simonetta_Cesaroni.jpg,https://it.wikipedia.org/wiki/Delitto_di_via_Carlo_Poma,1990/08/07
Avviene strage del treno Italicus,"La strage dell'Italicus fu un attentato terroristico di tipo dinamitardo compiuto nella notte tra il 3 e il 4 agosto 1974 sul treno Italicus, mentre questo transitava presso San Benedetto Val di Sambro, in provincia di Bologna. Nell'attentato morirono 12 persone.",https://upload.wikimedia.org/wikipedia/it/6/6a/Italicus.jpg,https://it.wikipedia.org/wiki/Strage_dell%27Italicus,1974/08/04
Stefano Baldini diventa campione di maratona ad Atene,"Nell'agosto del 2004 il maratoneta italiano Stefano Baldini vince la medaglia d'oro nella maratona ai Giochi olimpici di Atene, con il tempo di 2 ore 10 minuti e 55 secondi (record del percorso storico da Maratona ad Atene). 34 secondi davanti allo statunitense Mebrahtom Keflezighi e 1 minuto e 16 secondi davanti al brasiliano Vanderlei de Lima.",https://upload.wikimedia.org/wikipedia/commons/9/9e/Stefano_Baldini_cropped.jpg,https://it.wikipedia.org/wiki/Stefano_Baldini,2004/08/29
"La ""Gioconda"" viene rubata dal museo del Louvre","Nel 21 Agosto del 1911 il giovane imbianchino Vincenzo Peruggia emigrato in Francia ruba la ""Gioconda"" di Leonardo da Vinci dal museo del Louvre, per poi nasconderla in casa sua. Dopo essere stato scoperto e arrestato egli afferma: “L’ho fatto per l’Italia”.",https://metropolitanmagazine.it/wp-content/uploads/2021/08/After_photo_for_the_return_of_Gioconda_at_the_Louvre_Museum_1914.jpg,https://metropolitanmagazine.it/gioconda-il-21-agosto-1911-il-clamoroso-furto-del-capolavoro-di-leonardo/,1911/08/21
Avviene l'assassino degli attivisti anarchici Sacco e Vanzetti,"I due furono arrestati, processati e condannati a morte con l'accusa di omicidio di un contabile e di una guardia del calzaturificio Slater and Morrill di South Braintree. Sulla loro colpevolezza vi furono molti dubbi già all'epoca del loro processo; a nulla valse la confessione del detenuto portoghese Celestino Madeiros, che li scagionava. Il 23 agosto 1927, dopo sette anni di udienze, i due uomini vennero uccisi sulla sedia elettrica a distanza di sette minuti l'uno dall'altro (prima toccò a Sacco, poi a Vanzetti) nel penitenziario di Charlestown, presso Dedham. La loro esecuzione innescò rivolte popolari a Londra, Parigi e in diverse città della Germania.",https://upload.wikimedia.org/wikipedia/commons/8/89/Sacvan.jpg,https://it.wikipedia.org/wiki/Sacco_e_Vanzetti,1927/08/23
Nasce la Santa Madre Teresa di Calcutta,"Nacque il 26 agosto 1910 a Skopje, Vilayet del Kosovo, nell'allora Impero ottomano (odierna capitale della Macedonia del Nord), in una benestante famiglia di genitori albanesi originari del Kosovo. Madre Teresa di Calcutta è stata una religiosa albanese naturalizzata indiana di fede cattolica, fondatrice della congregazione religiosa delle Missionarie della carità. Il suo lavoro instancabile tra le vittime della povertà di Calcutta l'ha resa una delle persone più famose al mondo e le ha valso numerosi riconoscimenti, tra cui il Premio Nobel per la Pace nel 1979. È stata proclamata beata da papa Giovanni Paolo II il 19 ottobre 2003 e santa da Papa Francesco il 4 settembre 2016.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Mutter_Teresa_von_Kalkutta.jpg/800px-Mutter_Teresa_von_Kalkutta.jpg,https://it.wikipedia.org/wiki/Madre_Teresa_di_Calcutta,1910/08/26
Jacobs campione olimpico nei 100 metri a Tokyo 2021,"E' italiano l'uomo più veloce del mondo. L'oro vinto da Marcell Jacobs sui 100 metri alle Olimpiadi di Tokyo 2020 in 9""80 entra nel mito dello sport azzurro: mai nessun italiano in 125 anni di Olimpiadi aveva neanche partecipato alla finale dei 100. La medaglia d'argento è stata vinta dallo statunitense Fred Kerley (9""84). Bronzo al canadese De Grasse (9""89)",https://th.bing.com/th/id/OIP.EO7l1RnIGaSJpBiFRQAMzQHaD4?pid=ImgDet&rs=1,"Olimpiadi, Marcell Jacobs oro nei 100 metri: 9''80, nuovo record europeo | Sky Sport",2021/08/01
"Sara Simeoni conquista a Brescia il record del mondo di 2,01m ","Era vera Sara Simeoni, anche allora, quand’era un’icona che incantava con i salti. Una persona, non un personaggio. Un monumento “alla mano”, che prendeva carta e penna per spedire l’autografo a una ragazzina sconosciuta. Era vera e si capiva. Anche ora i bambini che seguono il suo progetto di sport e fair play nelle scuole del veronese le credono pur non potendo ricordare. Non arretrano quando, armata di fischietto, li invita a sfidare un ostacolo di gomma piuma. Sara dà fiducia, come ne dava quando sapevi, che per quanto alta fosse la posta, in gara non avrebbe fallito. Sembra ieri e invece fanno 65 candeline il 19 aprile e 40 anni dal suo record del mondo: un salto da 2,01 scolpito tra storia e memoria. Sara racconta, mentre Erminio Azzaro fa gli onori della grande casa di Rivoli Veronese, “difesa” da un fortino austroungarico, affacciata sulle vigne, a un tiro dal lago di Garda.",https://media.famigliacristiana.it/2018/8/sara_simeoni_2446317.jpg,"Sara Simeoni, 40 anni fa il salto record: «Ancora oggi mi chiedo come ho fatto» - Famiglia Cristiana",1978/08/04